,zip code,state,city
9291,01151,MA,Indian Orchard
9292,01222,MA,Ashley Falls
9293,01225,MA,Cheshire
9294,01337,MA,Bernardston
9295,01341,MA,Conway
9296,01346,MA,Heath
9297,01351,MA,Montague
9298,01366,MA,Petersham
9299,01373,MA,South Deerfield
9300,01376,MA,Turners Falls
9301,01378,MA,Warwick
9302,01772,MA,Southborough
9303,61874,IL,Savoy
9304,61875,IL,Seymour
9305,61924,IL,Chrisman
9306,61930,IL,Hindsboro
9307,61931,IL,Humboldt
9308,61936,IL,La Place
9309,61942,IL,Newman
9310,61364,IL,Streator
9311,61322,IL,Depue
9312,61332,IL,Leonore
9313,61349,IL,Ohio
9314,61418,IL,Biggsville
9315,27824,NC,Engelhard
9316,27846,NC,Jamesville
9317,27855,NC,Murfreesboro
9318,27310,NC,Oak Ridge
9319,27358,NC,Summerfield
9320,27376,NC,West End
9321,27403,NC,Greensboro
9322,27455,NC,Greensboro
9323,27510,NC,Carrboro
9324,27521,NC,Coats
9325,27546,NC,Lillington
9326,27551,NC,Macon
9327,27565,NC,Oxford
9328,27569,NC,Princeton
9329,27583,NC,Timberlake
9330,27592,NC,Willow Spring
9331,27606,NC,Raleigh
9332,27817,NC,Chocowinity
9333,27819,NC,Conetoe
9334,27820,NC,Conway
9335,27826,NC,Fairfield
9336,27827,NC,Falkland
9337,27849,NC,Lewiston Woodville
9338,27043,NC,Pinnacle
9339,27047,NC,Siloam
9340,27203,NC,Asheboro
9341,27212,NC,Blanch
9342,27229,NC,Candor
9343,27231,NC,Cedar Grove
9344,27258,NC,Haw River
9345,27298,NC,Liberty
9346,27051,NC,Walkertown
9347,27233,NC,Climax
9348,27046,NC,Sandy Ridge
9349,27252,NC,Goldston
9350,27407,NC,Greensboro
9351,27553,NC,Manson
9352,27812,NC,Bethel
9353,27837,NC,Grimesland
9354,27843,NC,Hobgood
9355,27888,NC,Walstonburg
9356,27856,NC,Nashville
9357,27942,NC,Harrellsville
9358,27809,NC,Battleboro
9359,27609,NC,Raleigh
9360,27614,NC,Raleigh
9361,98570,WA,Onalaska
9362,98595,WA,Westport
9363,98596,WA,Winlock
9364,98605,WA,Bingen
9365,98597,WA,Yelm
9366,98603,WA,Ariel
9367,98614,WA,Chinook
9368,98628,WA,Klickitat
9369,98629,WA,La Center
9370,98662,WA,Vancouver
9371,98685,WA,Vancouver
9372,98801,WA,Wenatchee
9373,98813,WA,Bridgeport
9374,98817,WA,Chelan Falls
9375,98830,WA,Mansfield
9376,98844,WA,Oroville
9377,98849,WA,Riverside
9378,98934,WA,Kittitas
9379,98226,WA,Bellingham
9380,98244,WA,Deming
9381,98271,WA,Marysville
9382,98325,WA,Chimacum
9383,98345,WA,Keyport
9384,98337,WA,Bremerton
9385,98338,WA,Graham
9386,98340,WA,Hansville
9387,98346,WA,Kingston
9388,98376,WA,Quilcene
9389,92673,CA,San Clemente
9390,92823,CA,Brea
9391,92835,CA,Fullerton
9392,92840,CA,Garden Grove
9393,92881,CA,Corona
9394,92310,CA,Fort Irwin
9395,92314,CA,Big Bear City
9396,92321,CA,Cedar Glen
9397,92054,CA,Oceanside
9398,92056,CA,Oceanside
9399,92114,CA,San Diego
9400,92115,CA,San Diego
9401,92120,CA,San Diego
9402,92122,CA,San Diego
9403,92154,CA,San Diego
9404,92220,CA,Banning
9405,92233,CA,Calipatria
9406,92274,CA,Thermal
9407,92308,CA,Apple Valley
9408,94063,CA,Redwood City
9409,94535,CA,Travis Afb
9410,94561,CA,Oakley
9411,94567,CA,Pope Valley
9412,94585,CA,Suisun City
9413,94588,CA,Pleasanton
9414,94592,CA,Vallejo
9415,94607,CA,Oakland
9416,94611,CA,Oakland
9417,94709,CA,Berkeley
9418,94805,CA,Richmond
9419,79541,TX,Ovalo
9420,79701,TX,Midland
9421,79748,TX,Knott
9422,79754,TX,Mentone
9423,79783,TX,Tarzan
9424,79842,TX,Marathon
9425,79907,TX,El Paso
9426,79567,TX,Winters
9427,79719,TX,Barstow
9428,79730,TX,Coyanosa
9429,79756,TX,Monahans
9430,79759,TX,Notrees
9431,79765,TX,Odessa
9432,79109,TX,Amarillo
9433,79225,TX,Chillicothe
9434,79226,TX,Clarendon
9435,79227,TX,Crowell
9436,79234,TX,Flomot
9437,79248,TX,Paducah
9438,79251,TX,Quail
9439,79256,TX,Roaring Springs
9440,79257,TX,Silverton
9441,79261,TX,Turkey
9442,79336,TX,Levelland
9443,79339,TX,Littlefield
9444,79344,TX,Maple
9445,79781,TX,Sheffield
9446,79785,TX,Toyah
9447,79831,TX,Alpine
9448,79843,TX,Marfa
9449,79124,TX,Amarillo
9450,79062,TX,Morse
9451,79091,TX,Umbarger
9452,79237,TX,Hedley
9453,79244,TX,Matador
9454,79346,TX,Morton
9455,79351,TX,Odonnell
9456,79749,TX,Lenorah
9457,79755,TX,Midkiff
9458,79764,TX,Odessa
9459,79788,TX,Wickett
9460,79789,TX,Wink
9461,79849,TX,San Elizario
9462,04061,ME,North Waterboro
9463,04037,ME,Fryeburg
9464,04051,ME,Lovell
9465,04072,ME,Saco
9466,04095,ME,West Newfield
9467,04108,ME,Peaks Island
9468,04224,ME,Dixfield
9469,04263,ME,Leeds
9470,04265,ME,North Monmouth
9471,04344,ME,Farmingdale
9472,49255,MI,Montgomery
9473,49266,MI,Osseo
9474,49274,MI,Reading
9475,49302,MI,Alto
9476,49326,MI,Gowen
9477,48742,MI,Lincoln
9478,48745,MI,Mikado
9479,48807,MI,Bannister
9480,48809,MI,Belding
9481,48823,MI,East Lansing
9482,48854,MI,Mason
9483,48857,MI,Morrice
9484,48871,MI,Perrinton
9485,48874,MI,Pompeii
9486,48001,MI,Algonac
9487,48048,MI,New Haven
9488,48050,MI,New Haven
9489,48051,MI,New Baltimore
9490,48082,MI,Saint Clair Shores
9491,48083,MI,Troy
9492,48093,MI,Warren
9493,48095,MI,Washington
9494,48917,MI,Lansing
9495,48014,MI,Capac
9496,48032,MI,Jeddo
9497,48054,MI,East China
9498,48066,MI,Roseville
9499,58703,ND,Minot
9500,58765,ND,Noonan
9501,58775,ND,Roseglen
9502,58789,ND,Upham
9503,58792,ND,Voltaire
9504,58793,ND,Westhope
9505,58794,ND,White Earth
9506,58847,ND,Keene
9507,58430,ND,Denhoff
9508,58472,ND,Montpelier
9509,58523,ND,Beulah
9510,58301,ND,Devils Lake
9511,34951,FL,Fort Pierce
9512,34956,FL,Indiantown
9513,34972,FL,Okeechobee
9514,34974,FL,Okeechobee
9515,34744,FL,Kissimmee
9516,34753,FL,Mascotte
9517,34787,FL,Winter Garden
9518,34236,FL,Sarasota
9519,34292,FL,Venice
9520,34420,FL,Belleview
9521,34452,FL,Inverness
9522,34470,FL,Ocala
9523,34474,FL,Ocala
9524,34482,FL,Ocala
9525,34602,FL,Brooksville
9526,34606,FL,Spring Hill
9527,34102,FL,Naples
9528,34113,FL,Naples
9529,34119,FL,Naples
9530,34208,FL,Bradenton
9531,97127,OR,Lafayette
9532,97031,OR,Hood River
9533,43158,OH,Union Furnace
9534,43162,OH,West Jefferson
9535,43164,OH,Williamsport
9536,49760,MI,Moran
9537,49764,MI,Oden
9538,49770,MI,Petoskey
9539,49783,MI,Sault Sainte Marie
9540,49788,MI,Kincheloe
9541,49799,MI,Wolverine
9542,49022,MI,Benton Harbor
9543,49028,MI,Bronson
9544,49796,MI,Walloon Lake
9545,49718,MI,Carp Lake
9546,49826,MI,Rumely
9547,49839,MI,Grand Marais
9548,49852,MI,Loretto
9549,49854,MI,Manistique
9550,49864,MI,Nahma
9551,49870,MI,Norway
9552,49885,MI,Skandia
9553,49891,MI,Trenary
9554,49905,MI,Atlantic Mine
9555,49910,MI,Bergland
9556,49922,MI,Dollar Bay
9557,49963,MI,South Range
9558,49017,MI,Battle Creek
9559,49024,MI,Portage
9560,49046,MI,Delton
9561,49053,MI,Galesburg
9562,49065,MI,Lawton
9563,49071,MI,Mattawan
9564,49072,MI,Mendon
9565,49080,MI,Plainwell
9566,49083,MI,Richland
9567,49746,MI,Hillman
9568,49765,MI,Onaway
9569,49766,MI,Ossineke
9570,10472,NY,Bronx
9571,06794,CT,Washington Depot
9572,06779,CT,Oakville
9573,06787,CT,Thomaston
9574,06790,CT,Torrington
9575,06795,CT,Watertown
9576,06811,CT,Danbury
9577,06850,CT,Norwalk
9578,06883,CT,Weston
9579,06896,CT,Redding
9580,06901,CT,Stamford
9581,06907,CT,Stamford
9582,06417,CT,Deep River
9583,06443,CT,Madison
9584,06451,CT,Meriden
9585,06455,CT,Middlefield
9586,06460,CT,Milford
9587,06470,CT,Newtown
9588,06472,CT,Northford
9589,06480,CT,Portland
9590,99754,AK,Koyukuk
9591,99039,WA,Waverly
9592,99144,WA,Lamona
9593,99147,WA,Lincoln
9594,99164,WA,Pullman
9595,99174,WA,Steptoe
9596,99333,WA,Hooper
9597,99354,WA,Richland
9598,99510,AK,Anchorage
9599,99790,AK,Fairbanks
9600,99519,AK,Anchorage
9601,99706,AK,Fairbanks
9602,99734,AK,Prudhoe Bay
9603,99836,AK,Port Alexander
9604,99508,AK,Anchorage
9605,99540,AK,Indian
9606,99556,AK,Anchor Point
9607,99559,AK,Bethel
9608,99561,AK,Chefornak
9609,99564,AK,Chignik
9610,99573,AK,Copper Center
9611,99576,AK,Dillingham
9612,99590,AK,Grayling
9613,99604,AK,Hooper Bay
9614,99702,AK,Eielson Afb
9615,99743,AK,Healy
9616,99776,AK,Tanacross
9617,99103,WA,Almira
9618,99163,WA,Pullman
9619,99343,WA,Mesa
9620,99003,WA,Chattaroy
9621,11768,NY,Northport
9622,11772,NY,Patchogue
9623,11782,NY,Sayville
9624,11784,NY,Selden
9625,11798,NY,Wyandanch
9626,11932,NY,Bridgehampton
9627,11935,NY,Cutchogue
9628,11001,NY,Floral Park
9629,11024,NY,Great Neck
9630,11050,NY,Port Washington
9631,11204,NY,Brooklyn
9632,11218,NY,Brooklyn
9633,11223,NY,Brooklyn
9634,11224,NY,Brooklyn
9635,11373,NY,Elmhurst
9636,11030,NY,Manhasset
9637,11967,NY,Shirley
9638,11977,NY,Westhampton
9639,11762,NY,Massapequa Park
9640,11776,NY,Port Jefferson Station
9641,11789,NY,Sound Beach
9642,11804,NY,Old Bethpage
9643,11930,NY,Amagansett
9644,11941,NY,Eastport
9645,11962,NY,Sagaponack
9646,11702,NY,Babylon
9647,11710,NY,Bellmore
9648,02482,MA,Wellesley
9649,02539,MA,Edgartown
9650,02558,MA,Onset
9651,02645,MA,Harwich
9652,02648,MA,Marstons Mills
9653,02652,MA,North Truro
9654,02667,MA,Wellfleet
9655,02672,MA,West Hyannisport
9656,06608,CT,Bridgeport
9657,06611,CT,Trumbull
9658,06702,CT,Waterbury
9659,06750,CT,Bantam
9660,06752,CT,Bridgewater
9661,06756,CT,Goshen
9662,06770,CT,Naugatuck
9663,06783,CT,Roxbury
9664,06791,CT,Harwinton
9665,06512,CT,New Haven
9666,06516,CT,West Haven
9667,06517,CT,Hamden
9668,06018,CT,Canaan
9669,06035,CT,Granby
9670,06226,CT,Willimantic
9671,06051,CT,New Britain
9672,06096,CT,Windsor Locks
9673,06234,CT,Brooklyn
9674,06264,CT,Scotland
9675,06335,CT,Gales Ferry
9676,06336,CT,Gilman
9677,06365,CT,Preston
9678,06373,CT,Oneco
9679,06409,CT,Centerbrook
9680,06423,CT,East Haddam
9681,06424,CT,East Hampton
9682,06442,CT,Ivoryton
9683,06447,CT,Marlborough
9684,06483,CT,Seymour
9685,06704,CT,Waterbury
9686,06705,CT,Waterbury
9687,06710,CT,Waterbury
9688,06716,CT,Wolcott
9689,06010,CT,Bristol
9690,06016,CT,Broad Brook
9691,06013,CT,Burlington
9692,06039,CT,Lakeville
9693,06071,CT,Somers
9694,06073,CT,South Glastonbury
9695,06081,CT,Tariffville
9696,06082,CT,Enfield
9697,06098,CT,Winsted
9698,06105,CT,Hartford
9699,06278,CT,Ashford
9700,06334,CT,Bozrah
9701,06375,CT,Quaker Hill
9702,06401,CT,Ansonia
9703,06777,CT,New Preston Marble Dale
9704,06786,CT,Terryville
9705,16232,PA,Knox
9706,16240,PA,Mayport
9707,16244,PA,Nu Mine
9708,16262,PA,Worthington
9709,16316,PA,Conneaut Lake
9710,16319,PA,Cranberry
9711,16331,PA,Kossuth
9712,16334,PA,Marble
9713,16340,PA,Pittsfield
9714,16345,PA,Russell
9715,16346,PA,Seneca
9716,16350,PA,Sugar Grove
9717,16360,PA,Townville
9718,16372,PA,Clintonville
9719,16401,PA,Albion
9720,16405,PA,Columbus
9721,16416,PA,Garland
9722,16422,PA,Harmonsburg
9723,16836,PA,Frenchville
9724,16438,PA,Union City
9725,16506,PA,Erie
9726,16508,PA,Erie
9727,16510,PA,Erie
9728,16635,PA,Duncansville
9729,16131,PA,Hartstown
9730,16133,PA,Jackson Center
9731,16136,PA,Koppel
9732,16142,PA,New Wilmington
9733,16156,PA,Volant
9734,16201,PA,Kittanning
9735,16223,PA,Distant
9736,16224,PA,Fairmount City
9737,16228,PA,Ford Cliff
9738,16233,PA,Leeper
9739,55982,MN,Waltham
9740,55991,MN,Zumbro Falls
9741,55964,MN,Plainview
9742,55967,MN,Racine
9743,55983,MN,Wanamingo
9744,55345,MN,Minnetonka
9745,55349,MN,Howard Lake
9746,55356,MN,Long Lake
9747,55378,MN,Savage
9748,55395,MN,Winsted
9749,55396,MN,Winthrop
9750,55397,MN,Young America
9751,55398,MN,Zimmerman
9752,55401,MN,Minneapolis
9753,55406,MN,Minneapolis
9754,55411,MN,Minneapolis
9755,55420,MN,Minneapolis
9756,55421,MN,Minneapolis
9757,55313,MN,Buffalo
9758,55327,MN,Dayton
9759,55332,MN,Fairfax
9760,55333,MN,Franklin
9761,55335,MN,Gibbon
9762,49421,MI,Hesperia
9763,40004,KY,Bardstown
9764,40008,KY,Bloomfield
9765,40037,KY,Loretto
9766,40046,KY,Mount Eden
9767,40050,KY,New Castle
9768,40108,KY,Brandenburg
9769,40117,KY,Ekron
9770,40144,KY,Harned
9771,40150,KY,Lebanon Junction
9772,40152,KY,Mc Daniels
9773,40020,KY,Fairfield
9774,40026,KY,Goshen
9775,40060,KY,Raywick
9776,40258,KY,Louisville
9777,40312,KY,Clay City
9778,40328,KY,Gravel Switch
9779,40330,KY,Harrodsburg
9780,40339,KY,Keene
9781,40347,KY,Midway
9782,40351,KY,Morehead
9783,40353,KY,Mount Sterling
9784,40360,KY,Owingsville
9785,40383,KY,Versailles
9786,40437,KY,Hustonville
9787,40444,KY,Lancaster
9788,40472,KY,Ravenna
9789,40486,KY,Tyner
9790,40514,KY,Lexington
9791,40734,KY,Gray
9792,40170,KY,Stephensport
9793,40215,KY,Louisville
9794,40816,KY,Chappell
9795,40844,KY,Hoskinston
9796,40849,KY,Lejunior
9797,40935,KY,Flat Lick
9798,40995,KY,Trosper
9799,40729,KY,East Bernstadt
9800,40059,KY,Prospect
9801,40165,KY,Shepherdsville
9802,40507,KY,Lexington
9803,40701,KY,Corbin
9804,40363,KY,Perry Park
9805,40376,KY,Slade
9806,40943,KY,Girdler
9807,40927,KY,Closplint
9808,81152,CO,San Luis
9809,81252,CO,Westcliffe
9810,81323,CO,Dolores
9811,81039,CO,Fowler
9812,81055,CO,La Veta
9813,81067,CO,Rocky Ford
9814,81092,CO,Wiley
9815,81136,CO,Hooper
9816,81137,CO,Ignacio
9817,81148,CO,Romeo
9818,15552,PA,Meyersdale
9819,15612,PA,Alverton
9820,15626,PA,Delmont
9821,15627,PA,Derry
9822,15629,PA,East Vandergrift
9823,15003,PA,Ambridge
9824,15027,PA,Conway
9825,15030,PA,Creighton
9826,15061,PA,Monaca
9827,15689,PA,United
9828,15698,PA,Yukon
9829,15721,PA,Burnside
9830,15724,PA,Cherry Tree
9831,15747,PA,Home
9832,15748,PA,Homer City
9833,15756,PA,Mc Intyre
9834,15352,PA,New Freeport
9835,15239,PA,Pittsburgh
9836,15310,PA,Aleppo
9837,15338,PA,Greensboro
9838,15848,PA,Luthersburg
9839,15853,PA,Ridgway
9840,15764,PA,Oliveburg
9841,15779,PA,Torrance
9842,15781,PA,Walston
9843,15851,PA,Reynoldsville
9844,15868,PA,Weedville
9845,15901,PA,Johnstown
9846,15904,PA,Johnstown
9847,15909,PA,Johnstown
9848,15934,PA,Elton
9849,15946,PA,Portage
9850,15948,PA,Revloc
9851,15952,PA,Salix
9852,15963,PA,Windber
9853,15232,PA,Pittsburgh
9854,53070,WI,Oostburg
9855,53081,WI,Sheboygan
9856,53925,WI,Columbus
9857,53929,WI,Elroy
9858,53933,WI,Fox Lake
9859,53936,WI,Grand Marsh
9860,53939,WI,Kingston
9861,53952,WI,Oxford
9862,53954,WI,Pardeeville
9863,53961,WI,Rock Springs
9864,53968,WI,Wonewoc
9865,53557,WI,Lowell
9866,53705,WI,Madison
9867,53919,WI,Brandon
9868,53969,WI,Wyocena
9869,53210,WI,Milwaukee
9870,53038,WI,Johnson Creek
9871,53105,WI,Burlington
9872,53186,WI,Waukesha
9873,53516,WI,Blanchardville
9874,18626,PA,Laporte
9875,18636,PA,Noxen
9876,18644,PA,Wyoming
9877,18651,PA,Plymouth
9878,18456,PA,Prompton
9879,18461,PA,Starlight
9880,18462,PA,Starrucca
9881,18469,PA,Tyler Hill
9882,18471,PA,Waverly
9883,18623,PA,Laceyville
9884,18624,PA,Lake Harmony
9885,18634,PA,Nanticoke
9886,18653,PA,Ransom
9887,18708,PA,Shavertown
9888,29146,SC,Springfield
9889,29045,SC,Elgin
9890,29118,SC,Orangeburg
9891,29372,SC,Pacolet
9892,29492,SC,Charleston
9893,85004,AZ,Phoenix
9894,85006,AZ,Phoenix
9895,85020,AZ,Phoenix
9896,85033,AZ,Phoenix
9897,85304,AZ,Glendale
9898,85356,AZ,Wellton
9899,85363,AZ,Youngtown
9900,85373,AZ,Sun City
9901,85381,AZ,Peoria
9902,85605,AZ,Bowie
9903,85606,AZ,Cochise
9904,85610,AZ,Elfrida
9905,85614,AZ,Green Valley
9906,85624,AZ,Patagonia
9907,85629,AZ,Sahuarita
9908,85630,AZ,Saint David
9909,85715,AZ,Tucson
9910,85737,AZ,Tucson
9911,85741,AZ,Tucson
9912,85748,AZ,Tucson
9913,85922,AZ,Blue
9914,85009,AZ,Phoenix
9915,85019,AZ,Phoenix
9916,85031,AZ,Phoenix
9917,85035,AZ,Phoenix
9918,85054,AZ,Phoenix
9919,85234,AZ,Gilbert
9920,85251,AZ,Scottsdale
9921,85263,AZ,Rio Verde
9922,85268,AZ,Fountain Hills
9923,85305,AZ,Glendale
9924,85342,AZ,Morristown
9925,85349,AZ,San Luis
9926,85353,AZ,Tolleson
9927,85354,AZ,Tonopah
9928,85390,AZ,Wickenburg
9929,85540,AZ,Morenci
9930,85541,AZ,Payson
9931,85616,AZ,Huachuca City
9932,15466,PA,Newell
9933,15520,PA,Acosta
9934,15620,PA,Bradenville
9935,15333,PA,Fredericktown
9936,15047,PA,Greenock
9937,15077,PA,Shippingport
9938,15260,PA,Pittsburgh
9939,15668,PA,Murrysville
9940,15290,PA,Pittsburgh
9941,15366,PA,Van Voorhis
9942,15421,PA,Chalk Hill
9943,15435,PA,Fairbank
9944,15449,PA,Keisterville
9945,15463,PA,Merrittstown
9946,15467,PA,New Geneva
9947,15502,PA,Hidden Valley
9948,15510,PA,Somerset
9949,15555,PA,Quecreek
9950,15561,PA,Sipesville
9951,15564,PA,Wellersburg
9952,15616,PA,Armbrust
9953,15621,PA,Calumet
9954,15638,PA,Hostetter
9955,64633,MO,Carrollton
9956,64631,MO,Bucklin
9957,64636,MO,Coffey
9958,64640,MO,Gallatin
9959,64642,MO,Gilman City
9960,64645,MO,Harris
9961,64667,MO,Newtown
9962,64688,MO,Wheeling
9963,64722,MO,Amoret
9964,64742,MO,Drexel
9965,64744,MO,El Dorado Springs
9966,64755,MO,Jasper
9967,64769,MO,Mindenmines
9968,64781,MO,Roscoe
9969,64790,MO,Walker
9970,64833,MO,Avilla
9971,64855,MO,Oronogo
9972,64857,MO,Purcell
9973,64870,MO,Webb City
9974,64873,MO,Wentworth
9975,64017,MO,Camden
9976,64019,MO,Centerview
9977,44270,OH,Rittman
9978,44303,OH,Akron
9979,44622,OH,Dover
9980,44627,OH,Fredericksburg
9981,44628,OH,Glenmont
9982,44629,OH,Gnadenhutten
9983,44632,OH,Hartville
9984,44646,OH,Massillon
9985,44657,OH,Minerva
9986,44672,OH,Sebring
9987,44695,OH,Bowerston
9988,44802,OH,Alvada
9989,44815,OH,Bettsville
9990,14418,NY,Branchport
9991,14435,NY,Conesus
9992,14468,NY,Hilton
9993,14489,NY,Lyons
9994,14525,NY,Pavilion
9995,14530,NY,Perry
9996,14550,NY,Silver Springs
9997,14605,NY,Rochester
9998,14613,NY,Rochester
9999,14625,NY,Rochester
10000,14712,NY,Bemus Point
10001,14714,NY,Black Creek
10002,14733,NY,Falconer
10003,14738,NY,Frewsburg
10004,14744,NY,Houghton
10005,97392,OR,Turner
10006,97404,OR,Eugene
10007,97405,OR,Eugene
10008,97410,OR,Azalea
10009,97415,OR,Brookings
10010,97416,OR,Camas Valley
10011,97430,OR,Deadwood
10012,97435,OR,Drain
10013,97439,OR,Florence
10014,97442,OR,Glendale
10015,97443,OR,Glide
10016,97446,OR,Harrisburg
10017,97447,OR,Idleyld Park
10018,52625,IA,Donnellson
10019,52627,IA,Fort Madison
10020,22624,VA,Clear Brook
10021,22627,VA,Flint Hill
10022,22644,VA,Maurertown
10023,22701,VA,Culpeper
10024,22718,VA,Elkwood
10025,22720,VA,Goldvein
10026,22731,VA,Pratts
10027,22735,VA,Reva
10028,22736,VA,Richardsville
10029,22742,VA,Sumerduck
10030,22743,VA,Syria
10031,22713,VA,Boston
10032,22812,VA,Bridgewater
10033,22936,VA,Earlysville
10034,22939,VA,Fishersville
10035,22958,VA,Nellysford
10036,22960,VA,Orange
10037,22967,VA,Roseland
10038,22973,VA,Stanardsville
10039,22976,VA,Tyro
10040,22206,VA,Arlington
10041,22509,VA,Loretto
10042,22301,VA,Alexandria
10043,22485,VA,King George
10044,22654,VA,Star Tannery
10045,22469,VA,Hague
10046,22646,VA,Millwood
10047,22580,VA,Woodford
10048,31046,GA,Juliette
10049,31050,GA,Knoxville
10050,31061,GA,Milledgeville
10051,31087,GA,Sparta
10052,31068,GA,Oglethorpe
10053,31550,GA,Manor
10054,31602,GA,Valdosta
10055,31624,GA,Axson
10056,31630,GA,Du Pont
10057,31635,GA,Lakeland
10058,31066,GA,Musella
10059,31075,GA,Rentz
10060,31076,GA,Reynolds
10061,31082,GA,Sandersville
10062,31089,GA,Tennille
10063,31093,GA,Warner Robins
10064,31901,GA,Columbus
10065,31555,GA,Odum
10066,31558,GA,Saint Marys
10067,31565,GA,Waverly
10068,31566,GA,Waynesville
10069,31601,GA,Valdosta
10070,31605,GA,Valdosta
10071,31623,GA,Argyle
10072,31631,GA,Fargo
10073,31636,GA,Lake Park
10074,31701,GA,Albany
10075,31712,GA,Arabi
10076,31058,GA,Mauk
10077,31065,GA,Montrose
10078,31067,GA,Oconee
10079,31094,GA,Warthen
10080,31057,GA,Marshallville
10081,31307,GA,Eden
10082,31315,GA,Fort Stewart
10083,31316,GA,Ludowici
10084,75068,TX,Little Elm
10085,75070,TX,Mckinney
10086,75087,TX,Rockwall
10087,75092,TX,Sherman
10088,75115,TX,Desoto
10089,75127,TX,Fruitvale
10090,75142,TX,Kaufman
10091,75155,TX,Rice
10092,75164,TX,Josephine
10093,75454,TX,Melissa
10094,75455,TX,Mount Pleasant
10095,75478,TX,Saltillo
10096,75481,TX,Sulphur Bluff
10097,75488,TX,Telephone
10098,75494,TX,Winnsboro
10099,75497,TX,Yantis
10100,75554,TX,Avery
10101,75556,TX,Bloomburg
10102,75566,TX,Marietta
10103,75567,TX,Maud
10104,75641,TX,Easton
10105,83670,ID,Sweet
10106,83804,ID,Blanchard
10107,83834,ID,Harvard
10108,83705,ID,Boise
10109,83812,ID,Clarkia
10110,83813,ID,Cocolalla
10111,83815,ID,Coeur d'Alene
10112,83833,ID,Harrison
10113,11795,NY,West Islip
10114,11957,NY,Orient
10115,11201,NY,Brooklyn
10116,11231,NY,Brooklyn
10117,11417,NY,Ozone Park
10118,11109,NY,Long Island City
10119,11351,NY,Flushing
10120,11359,NY,Bayside
10121,11424,NY,Jamaica
10122,11425,NY,Jamaica
10123,11451,NY,Jamaica
10124,11549,NY,Hempstead
10125,11556,NY,Uniondale
10126,11739,NY,Great River
10127,11749,NY,Islandia
10128,11794,NY,Stony Brook
10129,11931,NY,Aquebogue
10130,11973,NY,Upton
10131,45840,OH,Findlay
10132,45845,OH,Fort Loramie
10133,45863,OH,Middle Point
10134,41735,KY,Delphia
10135,41749,KY,Hyden
10136,41825,KY,Jackhorn
10137,41831,KY,Leburn
10138,41847,KY,Redfox
10139,41859,KY,Dema
10140,41080,KY,Petersburg
10141,41098,KY,Worthville
10142,41101,KY,Ashland
10143,41121,KY,Argillite
10144,41001,KY,Alexandria
10145,41016,KY,Covington
10146,41042,KY,Florence
10147,41044,KY,Germantown
10148,41046,KY,Glencoe
10149,41064,KY,Mount Olivet
10150,41124,KY,Blaine
10151,41144,KY,Greenup
10152,41159,KY,Martha
10153,41231,KY,Lovely
10154,41301,KY,Campton
10155,41339,KY,Jackson
10156,41385,KY,Vancleve
10157,41390,KY,Whick
10158,41421,KY,Elkfork
10159,41464,KY,Royalton
10160,41503,KY,South Williamson
10161,41519,KY,Canada
10162,41534,KY,Hellier
10163,70787,LA,Weyanoke
10164,70808,LA,Baton Rouge
10165,70816,LA,Baton Rouge
10166,70774,LA,Saint Amant
10167,70756,LA,Lottie
10168,70762,LA,Oscar
10169,70773,LA,Rougon
10170,70775,LA,Saint Francisville
10171,70776,LA,Saint Gabriel
10172,70788,LA,White Castle
10173,70791,LA,Zachary
10174,70805,LA,Baton Rouge
10175,70817,LA,Baton Rouge
10176,70836,LA,Baton Rouge
10177,70465,LA,Tangipahoa
10178,70471,LA,Mandeville
10179,70501,LA,Lafayette
10180,70507,LA,Lafayette
10181,70534,LA,Estherwood
10182,70538,LA,Franklin
10183,70549,LA,Lake Arthur
10184,70563,LA,New Iberia
10185,70583,LA,Scott
10186,70632,LA,Creole
10187,70661,LA,Starks
10188,70662,LA,Sugartown
10189,70743,LA,Hester
10190,70752,LA,Lakeland
10191,70761,LA,Norwood
10192,70763,LA,Paulina
10193,70782,LA,Tunica
10194,70785,LA,Walker
10195,70003,LA,Metairie
10196,70006,LA,Metairie
10197,70031,LA,Ama
10198,70043,LA,Chalmette
10199,70062,LA,Kenner
10200,37410,TN,Chattanooga
10201,37411,TN,Chattanooga
10202,37421,TN,Chattanooga
10203,37332,TN,Evensville
10204,37339,TN,Gruetli Laager
10205,37343,TN,Hixson
10206,37351,TN,Lupton City
10207,37370,TN,Riceville
10208,37373,TN,Sale Creek
10209,37376,TN,Sherwood
10210,37387,TN,Tracy City
10211,37397,TN,Whitwell
10212,37404,TN,Chattanooga
10213,37416,TN,Chattanooga
10214,37617,TN,Blountville
10215,37618,TN,Bluff City
10216,37641,TN,Chuckey
10217,37650,TN,Erwin
10218,37656,TN,Fall Branch
10219,14428,NY,Churchville
10220,91786,CA,Upland
10221,91789,CA,Walnut
10222,91791,CA,West Covina
10223,91360,CA,Thousand Oaks
10224,91040,CA,Sunland
10225,91352,CA,Sun Valley
10226,91101,CA,Pasadena
10227,89506,NV,Reno
10228,89511,NV,Reno
10229,89828,NV,Lamoille
10230,64074,MO,Napoleon
10231,64089,MO,Smithville
10232,64101,MO,Kansas City
10233,64108,MO,Kansas City
10234,64120,MO,Kansas City
10235,64133,MO,Kansas City
10236,64146,MO,Kansas City
10237,64152,MO,Kansas City
10238,64155,MO,Kansas City
10239,64158,MO,Kansas City
