,zip code,state,city
0,29590,SC,Salters
1,93306,CA,Bakersfield
2,93660,CA,San Joaquin
3,93110,CA,Santa Barbara
4,93212,CA,Corcoran
5,14895,NY,Wellsville
6,14006,NY,Angola
7,67514,KS,Arlington
8,67844,KS,Fowler
9,67861,KS,Leoti
10,67212,KS,Wichita
11,67567,KS,Pawnee Rock
12,67576,KS,St John
13,45237,OH,Cincinnati
14,45788,OH,Whipple
15,45819,OH,Buckland
16,83824,ID,Desmet
17,83641,ID,Melba
18,83312,ID,Almo
19,85016,AZ,Phoenix
20,85029,AZ,Phoenix
21,85325,AZ,Bouse
22,85701,AZ,Tucson
23,85015,AZ,Phoenix
24,84028,UT,Garden City
25,84106,UT,Salt Lake City
26,84003,UT,American Fork
27,84014,UT,Centerville
28,84115,UT,Salt Lake City
29,84064,UT,Randolph
30,84032,UT,Heber City
31,84108,UT,Salt Lake City
32,84601,UT,Provo
33,93001,CA,Ventura
34,93234,CA,Huron
35,93307,CA,Bakersfield
36,93536,CA,Lancaster
37,93546,CA,Mammoth Lakes
38,93669,CA,Wishon
39,93701,CA,Fresno
40,93664,CA,Shaver Lake
41,93218,CA,Ducor
42,93260,CA,Posey
43,93612,CA,Clovis
44,93621,CA,Dunlap
45,14031,NY,Clarence
46,67210,KS,Wichita
47,67219,KS,Wichita
48,67515,KS,Arnold
49,67522,KS,Buhler
50,67867,KS,Montezuma
51,67871,KS,Scott City
52,67220,KS,Wichita
53,67226,KS,Wichita
54,67230,KS,Wichita
55,67601,KS,Hays
56,67635,KS,Dresden
57,13420,NY,Old Forge
58,13602,NY,Fort Drum
59,13635,NY,Edwards
60,13642,NY,Gouverneur
61,13654,NY,Heuvelton
62,13656,NY,La Fargeville
63,13659,NY,Lorraine
64,13660,NY,Madrid
65,13669,NY,Ogdensburg
66,52060,IA,Maquoketa
67,52064,IA,Miles
68,52077,IA,Volga
69,52144,IA,Fort Atkinson
70,52159,IA,Monona
71,52160,IA,New Albin
72,52041,IA,Earlville
73,52163,IA,Protivin
74,52172,IA,Waukon
75,52201,IA,Ainsworth
76,52206,IA,Atkins
77,52222,IA,Deep River
78,52241,IA,Coralville
79,52246,IA,Iowa City
80,52253,IA,Lisbon
81,52301,IA,Marengo
82,52307,IA,Middle Amana
83,52316,IA,North English
84,52066,IA,North Buena Vista
85,52166,IA,Saint Lucas
86,52211,IA,Brooklyn
87,52219,IA,Prairieburg
88,52314,IA,Mount Vernon
89,52359,IA,West Chester
90,52560,IA,Floris
91,52318,IA,Norway
92,52338,IA,Swisher
93,52342,IA,Toledo
94,52354,IA,Watkins
95,52401,IA,Cedar Rapids
96,52501,IA,Ottumwa
97,52306,IA,Mechanicsville
98,52356,IA,Wellman
99,52655,IA,West Burlington
100,52212,IA,Center Junction
101,52313,IA,Mount Auburn
102,52355,IA,Webster
103,52158,IA,Marquette
104,52345,IA,Urbana
105,52349,IA,Vinton
106,60062,IL,Northbrook
107,60074,IL,Palatine
108,60085,IL,Waukegan
109,60097,IL,Wonder Lake
110,60104,IL,Bellwood
111,60113,IL,Creston
112,60120,IL,Elgin
113,01079,MA,Thorndike
114,01086,MA,Westfield
115,01093,MA,Whately
116,01094,MA,Wheelwright
117,01097,MA,Woronoco
118,01199,MA,Springfield
119,01224,MA,Berkshire
120,01229,MA,Glendale
121,01243,MA,Middlefield
122,01260,MA,South Lee
123,01270,MA,Windsor
124,01343,MA,Drury
125,01347,MA,Lake Pleasant
126,01354,MA,Gill
127,01434,MA,Devens
128,01525,MA,Linwood
129,01561,MA,South Lancaster
130,01901,MA,Lynn
131,01937,MA,Hathorne
132,01089,MA,West Springfield
133,01259,MA,Southfield
134,01507,MA,Charlton
135,01581,MA,Westborough
136,22712,VA,Bealeton
137,22714,VA,Brandy Station
138,22443,VA,Colonial Beach
139,22454,VA,Dunnsville
140,22473,VA,Heathsville
141,22553,VA,Spotsylvania
142,22560,VA,Tappahannock
143,73014,OK,Calumet
144,73016,OK,Cashion
145,73018,OK,Chickasha
146,43212,OH,Columbus
147,43214,OH,Columbus
148,43215,OH,Columbus
149,43223,OH,Columbus
150,43229,OH,Columbus
151,43231,OH,Columbus
152,43232,OH,Columbus
153,43235,OH,Columbus
154,43302,OH,Marion
155,43138,OH,Logan
156,43144,OH,Murray City
157,43240,OH,Columbus
158,43310,OH,Belle Center
159,43324,OH,Huntsville
160,43342,OH,Prospect
161,43345,OH,Ridgeway
162,43347,OH,Rushsylvania
163,43359,OH,Wharton
164,43408,OH,Clay Center
165,43450,OH,Pemberville
166,43451,OH,Portage
167,43460,OH,Rossford
168,92394,CA,Victorville
169,92544,CA,Hemet
170,92067,CA,Rancho Santa Fe
171,92250,CA,Holtville
172,92364,CA,Nipton
173,92545,CA,Hemet
174,92626,CA,Costa Mesa
175,74080,OK,Talala
176,74033,OK,Glenpool
177,74045,OK,Maramec
178,74047,OK,Mounds
179,74083,OK,Wann
180,74001,OK,Avant
181,74008,OK,Bixby
182,74030,OK,Drumright
183,74032,OK,Glencoe
184,74034,OK,Hallett
185,18240,PA,Nesquehoning
186,18255,PA,Weatherly
187,18301,PA,East Stroudsburg
188,18332,PA,Henryville
189,18343,PA,Mount Bethel
190,18439,PA,Lakewood
191,18458,PA,Shohola
192,18459,PA,South Canaan
193,18503,PA,Scranton
194,18509,PA,Scranton
195,18512,PA,Scranton
196,18657,PA,Tunkhannock
197,18702,PA,Wilkes Barre
198,18705,PA,Wilkes Barre
199,18814,PA,Burlington
200,18821,PA,Great Bend
201,18822,PA,Hallstead
202,18828,PA,Lawton
203,18832,PA,Monroeton
204,18842,PA,South Gibson
205,18845,PA,Stevensville
206,18847,PA,Susquehanna
207,18854,PA,Wysox
208,18942,PA,Ottsville
209,18944,PA,Perkasie
210,18974,PA,Warminster
211,18938,PA,New Hope
212,18940,PA,Newtown
213,18642,PA,Duryea
214,18655,PA,Shickshinny
215,18660,PA,Wapwallopen
216,18618,PA,Harveys Lake
217,18517,PA,Taylor
218,18603,PA,Berwick
219,18610,PA,Blakeslee
220,18622,PA,Huntington Mills
221,18629,PA,Mehoopany
222,18630,PA,Meshoppen
223,18661,PA,White Haven
224,17949,PA,Mahanoy Plane
225,17954,PA,Minersville
226,17970,PA,Saint Clair
227,17936,PA,Gordon
228,17944,PA,Llewellyn
229,17952,PA,Mary D
230,17982,PA,Tuscarora
231,17983,PA,Valley View
232,17946,PA,Lost Creek
233,17957,PA,Muir
234,17968,PA,Sacramento
235,17003,PA,Annville
236,17007,PA,Boiling Springs
237,17013,PA,Carlisle
238,17018,PA,Dauphin
239,17023,PA,Elizabethville
240,17026,PA,Fredericksburg
241,17037,PA,Ickesburg
242,17045,PA,Liverpool
243,17066,PA,Mount Union
244,17070,PA,New Cumberland
245,17077,PA,Ono
246,17229,PA,Hustontown
247,17235,PA,Marion
248,17241,PA,Newville
249,17264,PA,Three Springs
250,17270,,
251,17306,PA,Bendersville
252,17331,PA,Hanover
253,17350,PA,New Oxford
254,17362,PA,Spring Grove
255,17363,PA,Stewartstown
256,17368,PA,Wrightsville
257,17402,PA,York
258,17407,PA,York
259,17508,PA,Brownstown
260,17527,PA,Gap
261,17529,PA,Gordonville
262,17560,PA,New Providence
263,17578,PA,Stevens
264,17581,PA,Terre Hill
265,17731,PA,Eagles Mere
266,17747,PA,Loganton
267,17767,,
268,17777,PA,Watsontown
269,17778,PA,Westport
270,17824,PA,Elysburg
271,17881,PA,Trevorton
272,17931,PA,Frackville
273,17951,PA,Mar Lin
274,17963,PA,Pine Grove
275,17979,PA,Summit Station
276,17356,PA,Red Lion
277,17364,PA,Thomasville
278,17372,PA,York Springs
279,17401,PA,York
280,17404,PA,York
281,04920,ME,Bingham
282,04927,ME,Clinton
283,04936,ME,Eustis
284,04942,ME,Harmony
285,04945,ME,Jackman
286,04957,ME,Norridgewock
287,04963,ME,Oakland
288,04543,ME,Damariscotta
289,04579,ME,Woolwich
290,04642,ME,Harborside
291,04652,ME,Lubec
292,04654,ME,Machias
293,04660,ME,Mount Desert
294,04669,ME,Prospect Harbor
295,04758,ME,Mars Hill
296,04765,ME,Patten
297,04848,ME,Islesboro
298,04849,ME,Lincolnville
299,04911,ME,Anson
300,04947,ME,Kingfield
301,04961,ME,New Portland
302,04779,ME,Sinclair
303,73032,OK,Dougherty
304,73040,OK,Geary
305,73057,OK,Maysville
306,73622,OK,Bessie
307,73626,OK,Canute
308,73638,OK,Crawford
309,73642,OK,Durham
310,73660,OK,Reydon
311,73661,OK,Rocky
312,73663,OK,Seiling
313,73673,OK,Willow
314,73728,OK,Cherokee
315,73735,OK,Drummond
316,73743,OK,Hillsdale
317,73746,OK,Hopeton
318,73750,OK,Kingfisher
319,73507,OK,Lawton
320,73528,OK,Chattanooga
321,73532,OK,Duke
322,73533,OK,Duncan
323,73543,OK,Geronimo
324,73567,OK,Sterling
325,73570,OK,Tipton
326,73573,OK,Waurika
327,73627,OK,Carter
328,73644,OK,Elk City
329,73659,OK,Putnam
330,73729,OK,Cleo Springs
331,73731,OK,Dacoma
332,73737,OK,Fairview
333,73757,OK,Lucien
334,73758,OK,Manchester
335,73801,OK,Woodward
336,73838,OK,Chester
337,73842,OK,Freedom
338,73937,OK,Felt
339,74105,OK,Tulsa
340,74110,OK,Tulsa
341,74131,OK,Tulsa
342,74134,OK,Tulsa
343,74331,OK,Afton
344,74349,OK,Ketchum
345,74369,OK,Welch
346,74447,OK,Okmulgee
347,74720,OK,Achille
348,74750,OK,Millerton
349,74756,OK,Sawyer
350,74006,OK,Bartlesville
351,74010,OK,Bristow
352,74014,OK,Broken Arrow
353,74016,OK,Chelsea
354,74038,OK,Jennings
355,74055,OK,Owasso
356,74060,OK,Prue
357,74068,OK,Shamrock
358,74072,OK,S Coffeyville
359,74563,OK,Red Oak
360,74741,OK,Hendrix
361,74745,OK,Idabel
362,74759,OK,Soper
363,74824,OK,Agra
364,74827,OK,Atwood
365,74839,OK,Dustin
366,74854,OK,Maud
367,74859,OK,Okemah
368,74872,OK,Stratford
369,74881,OK,Wellston
370,74883,OK,Wetumka
371,74931,OK,Bunch
372,74963,OK,Watson
373,74084,OK,Wynona
374,74103,OK,Tulsa
375,74120,OK,Tulsa
376,74127,OK,Tulsa
377,77538,TX,Devers
378,77546,TX,Friendswood
379,77563,TX,Hitchcock
380,77581,TX,Pearland
381,77583,TX,Rosharon
382,77587,TX,South Houston
383,77616,TX,Fred
384,77624,TX,Hillister
385,77640,TX,Port Arthur
386,77662,TX,Vidor
387,77665,TX,Winnie
388,77702,TX,Beaumont
389,77705,TX,Beaumont
390,77706,TX,Beaumont
391,77802,TX,Bryan
392,77836,TX,Caldwell
393,77856,TX,Franklin
394,77879,TX,Somerville
395,77961,TX,Francitas
396,77962,TX,Ganado
397,21672,MD,Toddville
398,21811,MD,Berlin
399,21849,MD,Parsonsburg
400,21851,MD,Pocomoke City
401,21862,MD,Showell
402,21875,MD,Delmar
403,21904,MD,Port Deposit
404,21542,MD,Midland
405,21543,MD,Midlothian
406,21562,MD,Westernport
407,03832,NH,Eaton Center
408,03269,NH,Sanbornton
409,03276,NH,Tilton
410,03303,NH,Concord
411,03441,NH,Ashuelot
412,03461,NH,Rindge
413,03470,NH,Winchester
414,03446,NH,Swanzey
415,03450,NH,Harrisville
416,03465,NH,Troy
417,03581,NH,Gorham
418,62695,IL,Woodson
419,62806,IL,Albion
420,62828,IL,Dahlgren
421,62867,IL,New Haven
422,62875,IL,Patoka
423,62879,IL,Sailor Springs
424,62880,IL,Saint Peter
425,62884,IL,Sesser
426,62889,IL,Texico
427,62908,IL,Belknap
428,62367,IL,Plymouth
429,62373,IL,Sutter
430,62375,IL,Timewell
431,62425,IL,Dundas
432,62433,IL,Hutsonville
433,62443,IL,Mason
434,62445,IL,Montrose
435,62458,IL,Saint Elmo
436,62460,IL,Saint Francisville
437,62521,IL,Decatur
438,62537,IL,Harristown
439,62539,IL,Illiopolis
440,62540,IL,Kincaid
441,62546,IL,Morrisonville
442,62325,IL,Coatsburg
443,62336,IL,Ferris
444,62347,IL,Liberty
445,62354,IL,Nauvoo
446,62357,IL,New Salem
447,62374,IL,Tennessee
448,62378,IL,Versailles
449,62422,IL,Cowden
450,62426,IL,Edgewood
451,62431,IL,Herrick
452,62434,IL,Ingraham
453,62436,IL,Jewett
454,62241,IL,Ellis Grove
455,34773,FL,Saint Cloud
456,34785,FL,Wildwood
457,34987,FL,Port Saint Lucie
458,34996,FL,Stuart
459,34491,FL,Summerfield
460,34695,FL,Safety Harbor
461,34737,FL,Howey In The Hills
462,34242,FL,Sarasota
463,34266,FL,Arcadia
464,34287,FL,North Port
465,34431,FL,Dunnellon
466,34433,FL,Dunnellon
467,34434,FL,Dunnellon
468,34446,FL,Homosassa
469,34465,FL,Beverly Hills
470,34481,FL,Ocala
471,34484,FL,Oxford
472,34652,FL,New Port Richey
473,34669,FL,Hudson
474,34681,FL,Crystal Beach
475,34684,FL,Palm Harbor
476,34691,FL,Holiday
477,34114,FL,Naples
478,34141,FL,Ochopee
479,34698,FL,Dunedin
480,34734,FL,Gotha
481,34235,FL,Sarasota
482,34448,FL,Homosassa
483,34202,FL,Bradenton
484,34432,FL,Dunnellon
485,34450,FL,Inverness
486,34461,FL,Lecanto
487,34472,FL,Ocala
488,34476,FL,Ocala
489,34609,FL,Spring Hill
490,34667,FL,Hudson
491,34679,FL,Aripeka
492,34689,FL,Tarpon Springs
493,34705,FL,Astatula
494,34739,FL,Kenansville
495,34104,FL,Naples
496,34112,FL,Naples
497,34116,FL,Naples
498,34142,FL,Immokalee
499,34210,FL,Bradenton
500,34215,FL,Cortez
501,34216,FL,Anna Maria
502,34223,FL,Englewood
503,34239,FL,Sarasota
504,62074,IL,New Douglas
505,62079,IL,Piasa
506,62089,IL,Taylor Springs
507,62094,IL,Witt
508,62242,IL,Evansville
509,62260,IL,Millstadt
510,62263,IL,Nashville
511,62265,IL,New Baden
512,62912,IL,Buncombe
513,62921,IL,Colp
514,62923,IL,Cypress
515,62940,IL,Gorham
516,62946,IL,Harrisburg
517,62950,IL,Jacob
518,62966,IL,Murphysboro
519,62969,IL,Olive Branch
520,62642,IL,Greenview
521,62661,IL,Loami
522,62666,IL,Middletown
523,62668,IL,Murrayville
524,62671,IL,New Holland
525,62672,IL,Nilwood
526,62693,IL,Williamsville
527,62701,IL,Springfield
528,62093,IL,Wilsonville
529,62206,IL,East Saint Louis
530,62207,IL,East Saint Louis
531,62014,IL,Bunker Hill
532,98584,WA,Shelton
533,98154,WA,Seattle
534,98028,WA,Kenmore
535,98037,WA,Lynnwood
536,98039,WA,Medina
537,98059,WA,Renton
538,98105,WA,Seattle
539,98109,WA,Seattle
540,98146,WA,Seattle
541,98647,WA,Skamokawa
542,98621,WA,Grays River
543,98625,WA,Kalama
544,98626,WA,Kelso
545,98639,WA,North Bonneville
546,98660,WA,Vancouver
547,98663,WA,Vancouver
548,98674,WA,Woodland
549,98815,WA,Cashmere
550,98819,WA,Conconully
551,98831,WA,Manson
552,98841,WA,Omak
553,98845,WA,Palisades
554,98846,WA,Pateros
555,98859,WA,Wauconda
556,98901,WA,Yakima
557,98902,WA,Yakima
558,98908,WA,Yakima
559,98944,WA,Sunnyside
560,98948,WA,Toppenish
561,98950,WA,Vantage
562,98952,WA,White Swan
563,98248,WA,Ferndale
564,98166,WA,Seattle
565,98237,WA,Concrete
566,98251,WA,Gold Bar
567,98252,WA,Granite Falls
568,98256,WA,Index
569,44608,OH,Beach City
570,44618,OH,Dalton
571,44624,OH,Dundee
572,44883,OH,Tiffin
573,44643,OH,Magnolia
574,44654,OH,Millersburg
575,44675,OH,Sherrodsville
576,44677,OH,Smithville
577,44251,OH,Westfield Center
578,44423,OH,Hanoverton
579,44234,OH,Hiram
580,44281,OH,Wadsworth
581,44010,OH,Austinburg
582,44017,OH,Berea
583,44039,OH,North Ridgeville
584,44052,OH,Lorain
585,44065,OH,Newbury
586,44089,OH,Vermilion
587,44090,OH,Wellington
588,44103,OH,Cleveland
589,44119,OH,Cleveland
590,44301,OH,Akron
591,44305,OH,Akron
592,44306,OH,Akron
593,44307,OH,Akron
594,44312,OH,Akron
595,44319,OH,Akron
596,44333,OH,Akron
597,44404,OH,Burghill
598,44644,OH,Malvern
599,44682,OH,Tuscarawas
600,44822,OH,Butler
601,44095,OH,Eastlake
602,44116,OH,Rocky River
603,44651,OH,Mechanicstown
604,44699,OH,Tippecanoe
605,44401,OH,Berlin Center
606,44470,OH,Southington
607,44511,OH,Youngstown
608,44645,OH,Marshallville
609,44702,OH,Canton
610,44843,OH,Lucas
611,44907,OH,Mansfield
612,44844,OH,Mc Cutchenville
613,44864,OH,Perrysville
614,44874,OH,Savannah
615,44045,OH,Grand River
616,44101,OH,Cleveland
617,44149,OH,Strongsville
618,44265,OH,Randolph
619,44274,OH,Sharon Center
620,44285,OH,Wayland
621,44439,OH,Mesopotamia
622,62060,IL,Madison
623,62022,IL,Dow
624,62036,IL,Golden Eagle
625,62054,IL,Kane
626,46766,IN,Liberty Center
627,46767,IN,Ligonier
628,46011,IN,Anderson
629,46013,IN,Anderson
630,46041,IN,Frankfort
631,46044,IN,Frankton
632,46075,IN,Whitestown
633,46111,IN,Brooklyn
634,46115,IN,Carthage
635,46125,IN,Eminence
636,46127,IN,Falmouth
637,46149,IN,Lizton
638,46157,IN,Monrovia
639,46171,IN,Reelsville
640,46806,IN,Fort Wayne
641,46807,IN,Fort Wayne
642,46910,IN,Akron
643,46919,IN,Converse
644,46931,IN,Fulton
645,46953,IN,Marion
646,46040,IN,Fortville
647,46048,IN,Ingalls
648,46055,IN,Mccordsville
649,98650,WA,Trout Lake
650,98673,WA,Wishram
651,98802,WA,East Wenatchee
652,98812,WA,Brewster
653,98823,WA,Ephrata
654,98826,WA,Leavenworth
655,98843,WA,Orondo
656,98850,WA,Rock Island
657,98858,WA,Waterville
658,98862,WA,Winthrop
659,98923,WA,Cowiche
660,98933,WA,Harrah
661,98938,WA,Outlook
662,98951,WA,Wapato
663,98953,WA,Zillah
664,98003,WA,Federal Way
665,98021,WA,Bothell
666,98032,WA,Kent
667,98038,WA,Maple Valley
668,98053,WA,Redmond
669,98068,WA,Snoqualmie Pass
670,98249,WA,Freeland
671,98272,WA,Monroe
672,98033,WA,Kirkland
673,98040,WA,Mercer Island
674,98164,WA,Seattle
675,98240,WA,Custer
676,98136,WA,Seattle
677,98116,WA,Seattle
678,98118,WA,Seattle
679,98134,WA,Seattle
680,98174,WA,Seattle
681,98222,WA,Blakely Island
682,98233,WA,Burlington
683,46941,IN,Lagro
684,46946,IN,Liberty Mills
685,46959,IN,Miami
686,46961,IN,New Waverly
687,46962,IN,North Manchester
688,46978,IN,Royal Center
689,55024,MN,Farmington
690,55025,MN,Forest Lake
691,55026,MN,Frontenac
692,55036,MN,Henriette
693,55038,MN,Hugo
694,55053,MN,Nerstrand
695,55065,MN,Randolph
696,55066,MN,Red Wing
697,55072,MN,Sandstone
698,55085,MN,Vermillion
699,55089,MN,Welch
700,55092,MN,Wyoming
701,55103,MN,Saint Paul
702,55110,MN,Saint Paul
703,55307,MN,Arlington
704,55113,MN,Saint Paul
705,55118,MN,Saint Paul
706,55127,MN,Saint Paul
707,55150,MN,Mendota
708,55320,MN,Clearwater
709,55324,MN,Darwin
710,55331,MN,Excelsior
711,55342,MN,Hector
712,55785,MN,Swatara
713,55792,MN,Virginia
714,55733,MN,Esko
715,55735,MN,Finlayson
716,55736,MN,Floodwood
717,55756,MN,Kerrick
718,55757,MN,Kettle River
719,55783,MN,Sturgeon Lake
720,55786,MN,Taconite
721,55803,MN,Duluth
722,55808,MN,Duluth
723,55918,MN,Brownsdale
724,55926,MN,Dexter
725,55927,MN,Dodge Center
726,55934,MN,Eyota
727,55944,MN,Kasson
728,55946,MN,Kenyon
729,55975,MN,Spring Valley
730,55449,MN,Minneapolis
731,75503,TX,Texarkana
732,75555,TX,Bivins
733,75568,TX,Naples
734,75975,TX,Timpson
735,98385,WA,South Prairie
736,98408,WA,Tacoma
737,98409,WA,Tacoma
738,98444,WA,Tacoma
739,98445,WA,Tacoma
740,98506,WA,Olympia
741,73705,OK,Enid
742,73841,OK,Fort Supply
743,78728,TX,Austin
744,78736,TX,Austin
745,78750,TX,Austin
746,78753,TX,Austin
747,78827,TX,Asherton
748,78832,TX,Brackettville
749,78839,TX,Crystal City
750,78861,TX,Hondo
751,78938,TX,Ellinger
752,78943,TX,Glidden
753,78945,TX,La Grange
754,78963,TX,West Point
755,78837,TX,Comstock
756,78941,TX,Flatonia
757,78944,TX,Industry
758,78950,TX,New Ulm
759,78248,TX,San Antonio
760,78207,TX,San Antonio
761,78233,TX,San Antonio
762,78242,TX,San Antonio
763,78251,TX,San Antonio
764,04760,ME,Monticello
765,04766,ME,Perham
766,04776,ME,Sherman
767,04841,ME,Rockland
768,04847,ME,Hope
769,04912,ME,Athens
770,04915,ME,Belfast
771,04925,ME,Caratunk
772,04937,ME,Fairfield
773,04949,ME,Liberty
774,04962,ME,North Vassalboro
775,04965,ME,Palmyra
776,04974,ME,Searsport
777,28383,NC,Rowland
778,28386,NC,Shannon
779,28398,NC,Warsaw
780,28425,NC,Burgaw
781,28429,NC,Castle Hayne
782,28544,NC,Midway Park
783,28470,NC,Shallotte
784,28524,NC,Davis
785,28530,NC,Grifton
786,28556,NC,Merritt
787,28573,NC,Pollocksville
788,28621,NC,Elkin
789,28631,NC,Grassy Creek
790,28405,NC,Wilmington
791,28644,NC,Laurel Springs
792,28675,NC,Sparta
793,28684,NC,Todd
794,28442,NC,Hallsboro
795,28444,NC,Harrells
796,28466,NC,Wallace
797,28718,NC,Cedar Mountain
798,28722,NC,Columbus
799,44676,OH,Shreve
800,33573,FL,Sun City Center
801,33602,FL,Tampa
802,33624,FL,Tampa
803,33710,FL,Saint Petersburg
804,33759,FL,Clearwater
805,33762,FL,Clearwater
806,33771,FL,Largo
807,33773,FL,Largo
808,33774,FL,Largo
809,33810,FL,Lakeland
810,33813,FL,Lakeland
811,33830,FL,Bartow
812,33834,FL,Bowling Green
813,33837,FL,Davenport
814,33838,FL,Dundee
815,33908,FL,Fort Myers
816,33922,FL,Bokeelia
817,33931,FL,Fort Myers Beach
818,33935,FL,Labelle
819,33945,FL,Pineland
820,33952,FL,Port Charlotte
821,33980,FL,Punta Gorda
822,33027,FL,Hollywood
823,33013,FL,Hialeah
824,33033,FL,Homestead
825,33050,FL,Marathon
826,33063,FL,Pompano Beach
827,33067,FL,Pompano Beach
828,33069,FL,Pompano Beach
829,33125,FL,Miami
830,33127,FL,Miami
831,17268,PA,Waynesboro
832,17271,PA,Willow Hill
833,17094,PA,Thompsontown
834,17102,PA,Harrisburg
835,17223,PA,Fort Littleton
836,17224,PA,Fort Loudon
837,17236,PA,Mercersburg
838,17240,PA,Newburg
839,17244,PA,Orrstown
840,17254,PA,Scotland
841,17255,PA,Shade Gap
842,17257,PA,Shippensburg
843,17262,PA,Spring Run
844,17304,PA,Aspers
845,17307,PA,Biglerville
846,17317,PA,East Prospect
847,17325,PA,Gettysburg
848,17344,PA,Mc Sherrystown
849,17345,PA,Manchester
850,17352,PA,New Park
851,17004,PA,Belleville
852,17080,PA,Pillow
853,17084,PA,Reedsville
854,17360,PA,Seven Valleys
855,17361,PA,Shrewsbury
856,17366,PA,Windsor
857,12483,NY,Spring Glen
858,12490,NY,West Camp
859,12504,NY,Annandale On Hudson
860,12512,NY,Chelsea
861,12527,NY,Glenham
862,12530,NY,Hollowville
863,12574,NY,Rhinecliff
864,12604,NY,Poughkeepsie
865,12722,NY,Burlingham
866,12745,NY,Hortonville
867,12750,NY,Kenoza Lake
868,12767,NY,Obernburg
869,12769,NY,Phillipsport
870,12781,NY,Summitville
871,12811,NY,Bakers Mills
872,12862,NY,Riparius
873,12864,NY,Sabael
874,12872,NY,Severance
875,12884,NY,Victory Mills
876,12151,NY,Round Lake
877,12205,NY,Albany
878,12464,NY,Phoenicia
879,12486,NY,Tillson
880,12522,NY,Dover Plains
881,12575,NY,Rock Tavern
882,12924,NY,Keeseville
883,12929,NY,Dannemora
884,12933,NY,Ellenburg
885,12939,NY,Gabriels
886,12973,NY,Piercefield
887,12975,NY,Port Kent
888,12976,NY,Rainbow Lake
889,12977,NY,Ray Brook
890,49435,MI,Marne
891,49440,MI,Muskegon
892,49444,MI,Muskegon
893,49448,MI,Nunica
894,49455,MI,Shelby
895,49464,MI,Zeeland
896,49503,MI,Grand Rapids
897,49782,MI,Beaver Island
898,49791,MI,Topinabee
899,49807,MI,Bark River
900,49002,MI,Portage
901,49030,MI,Burr Oak
902,49033,MI,Ceresco
903,49051,MI,East Leroy
904,49057,MI,Hartford
905,49068,MI,Marshall
906,49078,MI,Otsego
907,49089,MI,Sherwood
908,49092,MI,Tekonsha
909,49289,MI,Weston
910,49276,MI,Riga
911,49277,MI,Rives Junction
912,49285,MI,Stockbridge
913,49305,MI,Barryton
914,49325,MI,Freeport
915,65248,MO,Fayette
916,65259,MO,Huntsville
917,65275,MO,Paris
918,17876,PA,Shamokin Dam
919,17880,PA,Swengel
920,80620,CO,Evans
921,80653,CO,Weldona
922,80734,CO,Holyoke
923,80742,CO,New Raymer
924,80825,CO,Kit Carson
925,80744,CO,Ovid
926,80755,CO,Vernon
927,80821,CO,Hugo
928,80861,CO,Vona
929,80905,CO,Colorado Springs
930,80916,CO,Colorado Springs
931,80736,CO,Iliff
932,80807,CO,Burlington
933,80819,CO,Green Mountain Falls
934,80832,CO,Ramah
935,80907,CO,Colorado Springs
936,80911,CO,Colorado Springs
937,80926,CO,Colorado Springs
938,80303,CO,Boulder
939,80427,CO,Central City
940,80432,CO,Como
941,80442,CO,Fraser
942,80444,CO,Georgetown
943,80454,CO,Indian Hills
944,80455,CO,Jamestown
945,80456,CO,Jefferson
946,80457,CO,Kittredge
947,80476,CO,Silver Plume
948,80479,CO,Toponas
949,80482,CO,Winter Park
950,80483,CO,Yampa
951,80487,CO,Steamboat Springs
952,80498,CO,Silverthorne
953,80512,CO,Bellvue
954,80525,CO,Fort Collins
955,80526,CO,Fort Collins
956,80535,CO,Laporte
957,80537,CO,Loveland
958,80538,CO,Loveland
959,80601,CO,Brighton
960,80611,CO,Briggsdale
961,80642,CO,Hudson
962,80652,CO,Roggen
963,80727,CO,Eckley
964,80728,CO,Fleming
965,80743,CO,Otis
966,80801,CO,Anton
967,80802,CO,Arapahoe
968,80809,CO,Cascade
969,80812,CO,Cope
970,80814,CO,Divide
971,80822,CO,Joes
972,80829,CO,Manitou Springs
973,23086,VA,King William
974,23089,VA,Lanexa
975,23124,VA,New Kent
976,23125,VA,New Point
977,23138,VA,Port Haywood
978,23148,VA,Saint Stephens Church
979,23175,VA,Urbanna
980,23395,VA,Horntown
981,23407,VA,Mappsville
982,23050,VA,Dutton
983,23023,VA,Bruington
984,23035,VA,Cobbs Creek
985,23045,VA,Diggs
986,23055,VA,Fork Union
987,23059,VA,Glen Allen
988,23060,VA,Glen Allen
989,23076,VA,Hudgins
990,23093,VA,Louisa
991,23126,VA,Newtown
992,23128,VA,North
993,23130,VA,Onemo
994,23140,VA,Providence Forge
995,23168,VA,Toano
996,23180,VA,Water View
997,23221,VA,Richmond
998,23056,VA,Foster
999,23062,VA,Gloucester Point
1000,23064,VA,Grimstead
1001,23011,VA,Barhamsville
1002,23032,VA,Church View
1003,23337,VA,Wallops Island
1004,23310,VA,Cape Charles
1005,23356,VA,Greenbackville
1006,23357,VA,Greenbush
1007,23358,VA,Hacksneck
1008,23413,VA,Nassawadox
1009,23434,VA,Suffolk
1010,23435,VA,Suffolk
1011,23480,VA,Wachapreague
1012,23661,VA,Hampton
1013,23662,VA,Poquoson
1014,23664,VA,Hampton
1015,23665,VA,Hampton
1016,23691,VA,Yorktown
